date,net_value,return,drawdown
20240726,1.3005788,0.011386156,0.048038423
20240729,1.299919,-0.00050735474,0.0485214
20240730,1.3003305,0.00031661987,0.048220158
20240731,1.3371781,0.028337121,0.021249533
20240801,1.3397155,0.0018975735,0.019392252
20240802,1.3219247,-0.013279557,0.032414258
20240805,1.261349,-0.045823872,0.07675284
20240806,1.2950525,0.026720285,0.052083433
20240807,1.2963343,0.0009896755,0.051145256
20240808,1.3001803,0.0029668808,0.04833013
20240809,1.3179128,0.013638496,0.0353508
20240812,1.5478356,0.17445982,0.0
20240813,1.5466439,-0.0007699132,0.0007699132
20240814,1.5379422,-0.005626142,0.0063917637
20240815,1.5474586,0.0061877966,0.00024354458
20240816,1.5695983,0.014307141,0.0
20240819,1.5732416,0.002321124,0.0
20240820,1.5672853,-0.0037860274,0.0037860274
20240821,1.5683699,0.0006920099,0.00309664
20240822,1.5707836,0.0015389919,0.001562357
20240823,1.5672396,-0.002256155,0.0038149953
20240826,1.5888757,0.013805151,0.0
20240827,1.597418,0.005376339,0.0
20240828,1.5890405,-0.0052443743,0.0052443743
20240829,1.5903908,0.0008497238,0.004399061
20240830,1.6233485,0.020722985,0.0
20240902,1.599925,-0.014429092,0.014429092
20240903,1.610463,0.0065865517,0.007937551
20240904,1.5971202,-0.008285105,0.016156912
20240905,1.6056644,0.0053497553,0.010893583
20240906,1.6043811,-0.0007992387,0.01168412
20240909,1.5916768,-0.007918477,0.01951009
20240910,1.5980592,0.004009843,0.015578449
20240911,1.5947739,-0.0020558238,0.017602265
20240912,1.5998964,0.0032120943,0.014446735
20240913,1.6039675,0.0025446415,0.01193887
20240918,1.6104081,0.0040153265,0.007971406
20240919,1.6172817,0.0042682886,0.0037372112
20240920,1.6433188,0.016099334,0.0
20240923,1.645887,0.0015628338,0.0
20240924,1.6849368,0.023725629,0.0
20240925,1.6944913,0.0056705475,0.0
20240926,1.8080347,0.06700742,0.0
20240927,1.8535618,0.025180459,0.0
20240930,1.8721788,0.010043979,0.0
20241008,1.8807272,0.004565954,0.0
20241009,1.8620728,-0.00991869,0.00991869
20241010,1.8794097,0.009310484,0.0007005334
20241011,1.8841019,0.0024966002,0.0
20241014,1.8846011,0.00026500225,0.0
20241015,1.87677,-0.004155278,0.004155278
20241016,1.9011385,0.012984276,0.0
20241017,1.9163529,0.008002758,0.0
20241018,1.9647418,0.025250554,0.0
20241021,1.959635,-0.0025992393,0.0025992393
20241022,1.9697744,0.005174041,0.0
20241023,1.9692703,-0.00025588274,0.00025588274
20241024,1.9550781,-0.007206857,0.007460892
20241025,2.0056727,0.025878549,0.0
20241028,2.0224771,0.008378506,0.0
20241029,2.0099757,-0.0061812997,0.0061812997
20241030,2.0444367,0.017145038,0.0
20241031,2.0810225,0.01789534,0.0
20241101,2.070271,-0.005166471,0.005166471
20241104,2.1286557,0.02820146,0.0
20241105,2.2378662,0.051304936,0.0
20241106,2.2193751,-0.008262813,0.008262813
20241107,2.3162634,0.043655634,0.0
20241108,2.3404803,0.0104551315,0.0
20241111,2.3628073,0.009539485,0.0
20241112,2.3484173,-0.006090224,0.006090224
20241113,2.3804984,0.013660789,0.0
20241114,2.360079,-0.008577764,0.008577764
20241115,2.3338535,-0.0111121535,0.01959461
20241118,2.2994053,-0.014760196,0.034065604
20241119,2.3281007,0.0124794245,0.02201122
20241120,2.353055,0.010718703,0.011528432
20241121,2.3693361,0.0069191456,0.004689038
20241122,2.3295155,-0.016806662,0.021416903
20241125,2.3256335,-0.0016664267,0.023047626
20241126,2.3295205,0.0016713142,0.021414816
20241127,2.430603,0.043392062,0.0
20241128,2.4345248,0.0016134977,0.0
20241129,2.490029,0.022798777,0.0
20241202,2.5320582,0.016878963,0.0
20241203,2.5297601,-0.0009075999,0.0009075999
20241204,2.5389855,0.0036467314,0.0
20241205,2.5487807,0.0038579702,0.0
20241206,2.5713232,0.008844376,0.0
20241209,2.5788877,0.0029418468,0.0
20241210,2.6538432,0.029065013,0.0
20241211,2.6679628,0.00532043,0.0
20241212,2.6947389,0.010036111,0.0
20241213,2.661274,-0.012418628,0.012418628
20241216,2.6487913,-0.0046904683,0.017050862
20241217,2.6484482,-0.0001295209,0.017178178
20241218,2.6670725,0.007032156,0.010266781
20241219,2.695551,0.0106778145,0.0
20241220,2.7190628,0.0087224245,0.0
20241223,2.6845198,-0.012704015,0.012704015
20241224,2.7003357,0.0058915615,0.0068873167
20241225,2.6845784,-0.0058352947,0.012682438
20241226,2.7086804,0.00897789,0.0038183928
20241227,2.7060726,-0.0009627938,0.004777491
20241230,2.7059689,-3.8325787e-05,0.004815638
20241231,2.666256,-0.014676034,0.019420981
20250102,2.6443496,-0.008216143,0.027477562
20250103,2.6372237,-0.002694726,0.03009826
20250106,2.6297238,-0.0028438568,0.032856524
20250107,2.6315963,0.0007120371,0.032167852
20250108,2.6671548,0.013512135,0.019090414
20250109,2.6637447,-0.0012785792,0.020344555
20250110,2.6398475,-0.008971274,0.02913332
20250113,2.6254609,-0.0054498315,0.034424365
20250114,2.634821,0.003565073,0.030981958
20250115,2.6255462,-0.0035200715,0.034392953
20250116,2.6292982,0.001429081,0.033013046
20250117,2.652041,0.008649707,0.024648905
20250120,2.6742263,0.008365393,0.016489685
20250121,2.6695962,-0.0017313957,0.01819253
20250122,2.6442852,-0.009481192,0.027501225
20250123,2.6621268,0.006747246,0.020939589
20250124,2.7102425,0.018074155,0.0032438636
20250127,2.6813724,-0.010652244,0.013861537
20250205,2.677784,-0.0013383031,0.015181303
20250206,2.7789261,0.037770867,0.0
20250207,2.817665,0.013940215,0.0
20250210,2.835405,0.0062960386,0.0
20250211,2.8281088,-0.0025733113,0.0025733113
20250212,2.891122,0.02228105,0.0
20250213,2.8876007,-0.0012180209,0.0012180209
20250214,2.9193459,0.0109936,0.0
20250217,2.925854,0.002229333,0.0
