date,net_value,return,drawdown
20240305,2.3823893,-0.012610078,0.09696174
20240306,2.3620908,-0.008520246,0.10465586
20240307,2.3879356,0.010941505,0.09485942
20240308,2.3880682,5.555153e-05,0.094809175
20240311,2.398906,0.0045382977,0.09070116
20240312,2.3893027,-0.004003167,0.09434122
20240313,2.3625643,-0.011190891,0.10447633
20240314,2.4026575,0.016970158,0.089279115
20240315,2.4129894,0.0043002367,0.08536285
20240318,2.4053316,-0.0031735897,0.08826554
20240319,2.3924367,-0.005360961,0.0931533
20240320,2.4537392,0.02562344,0.069916785
20240321,2.479073,0.010324597,0.06031406
20240322,2.479073,0.0,0.06031406
20240325,2.4516907,-0.011045396,0.070693254
20240326,2.4814637,0.01214385,0.05940789
20240327,2.4433868,-0.015344501,0.0738408
20240328,2.4817247,0.015690446,0.059308946
20240329,2.4484134,-0.013422668,0.071935534
20240401,2.4537244,0.0021691322,0.06992239
20240402,2.4250991,-0.0116660595,0.0807727
20240403,2.4390793,0.005764723,0.07547355
20240408,2.45164,0.005149722,0.07071251
20240409,2.4035027,-0.019634664,0.0889588
20240410,2.3931813,-0.004294336,0.09287107
20240411,2.4025357,0.0039087534,0.08932531
20240412,2.3425274,-0.024977088,0.112071276
20240415,2.2987883,-0.018671751,0.12865049
20240416,2.1818404,-0.050873697,0.1729793
20240417,2.182705,0.00039625168,0.17265159
20240418,2.207549,0.011382341,0.16323447
20240419,2.2102306,0.0012147427,0.16221803
20240422,2.2000356,-0.0046126246,0.16608244
20240423,2.2035952,0.0016180277,0.16473317
20240424,2.2280607,0.011102557,0.15545958
20240425,2.315452,0.039223075,0.12233412
20240426,2.282427,-0.014262855,0.13485217
20240429,2.2560995,-0.011534929,0.1448316
20240430,2.2036147,-0.023263514,0.16472578
20240506,2.235212,0.014338851,0.15274888
20240507,2.2378235,0.001168251,0.15175903
20240508,2.198955,-0.017368853,0.16649199
20240509,2.2028012,0.0017490387,0.16503412
20240510,2.1813834,-0.009723008,0.1731525
20240513,2.1336496,-0.021882355,0.19124585
20240514,2.1576257,0.0112371445,0.18215781
20240515,2.2027009,0.02089107,0.1650722
20240516,2.1839235,-0.008524716,0.17218971
20240517,2.1863785,0.0011241436,0.1712591
20240520,2.124604,-0.02825427,0.19467461
20240521,2.1643317,0.018698812,0.17961591
20240522,2.1525428,-0.0054468513,0.18408442
20240523,2.1525428,0.0,0.18408442
20240524,2.1525428,0.0,0.18408442
20240527,2.1077006,-0.02083224,0.20108175
20240528,2.1402903,0.01546216,0.18872875
20240529,2.1566334,0.007635951,0.18253392
20240530,2.1928205,0.016779423,0.16881728
20240531,2.3071854,0.052154183,0.1254676
20240603,2.2127447,-0.04093331,0.16126508
20240604,2.2245145,0.0053191185,0.15680379
20240605,2.3203025,0.043060184,0.12049562
20240606,2.237829,-0.035544276,0.15175694
20240607,2.237829,0.0,0.15175694
20240611,2.3463755,0.048505306,0.11061269
20240612,2.3019257,-0.018944025,0.12746125
20240613,2.3468935,0.019534945,0.11041629
20240614,2.3738365,0.011480212,0.10020363
20240617,2.4611123,0.036765695,0.06712204
20240618,2.4386032,-0.0091459155,0.07565403
20240619,2.5200202,0.033386827,0.04479313
20240620,2.3952415,-0.04951495,0.09209019
20240621,2.4305823,0.014754534,0.07869434
20240624,2.3004358,-0.053545415,0.12802601
20240625,2.3298514,0.012786984,0.116876125
20240626,2.3183143,-0.0049518347,0.1212492
20240627,2.2872872,-0.013383448,0.13300991
20240628,2.2909844,0.0016163588,0.13160855
20240701,2.2981927,0.00314641,0.12887621
20240702,2.2846909,-0.0058749914,0.1339941
20240703,2.3112354,0.011618495,0.12393242
20240704,2.2498102,-0.026576757,0.14721549
20240705,2.2457833,-0.0017898679,0.1487419
20240708,2.198962,-0.020848572,0.16648936
20240709,2.1507523,-0.02192384,0.18476313
20240710,2.1452496,-0.0025585294,0.18684894
20240711,2.190545,0.02111435,0.16967976
20240712,2.1905446,-2.3841858e-07,0.16967994
20240715,2.1754296,-0.0069001317,0.17540926
20240716,2.1856046,0.0046771765,0.17155248
20240717,2.1856039,-2.9802322e-07,0.17155272
20240718,2.2099483,0.011138558,0.16232502
20240719,2.1594656,-0.02284342,0.18146038
20240722,2.140444,-0.008808434,0.18867046
20240723,2.1315029,-0.0041772723,0.19205958
20240724,2.0940626,-0.01756519,0.2062512
20240725,2.140025,0.021948934,0.1888293
20240726,2.1345031,-0.0025802255,0.19092232
20240729,2.2168946,0.03859985,0.15969205
20240730,2.2388277,0.009893656,0.1513784
20240731,2.241778,0.0013177395,0.15026015
20240801,2.2316406,-0.0045220256,0.15410262
20240802,2.3043778,0.032593608,0.12653178
20240805,2.221314,-0.036046088,0.15801692
20240806,2.2558546,0.01554966,0.1449244
20240807,2.2387447,-0.0075846314,0.15140986
20240808,2.2586517,0.008892059,0.14386415
20240809,2.2361836,-0.009947538,0.15238059
20240812,2.2301831,-0.002683401,0.1546551
20240813,2.2293005,-0.00039577484,0.15498966
20240814,2.247335,0.008089781,0.14815372
20240815,2.309947,0.027860522,0.12442082
20240816,2.2786434,-0.013551652,0.13628638
20240819,2.257543,-0.009259999,0.14428437
20240820,2.176842,-0.03574729,0.17487389
20240821,2.2287462,0.023843765,0.15519977
20240822,2.1290035,-0.044752836,0.19300693
20240823,2.1009326,-0.013185024,0.20364714
20240826,2.0828245,-0.00861907,0.21051097
20240827,2.0176253,-0.031303227,0.23522455
20240828,2.0246627,0.0034879446,0.23255706
20240829,2.027548,0.001425147,0.23146337
20240830,2.0647202,0.018333554,0.21737337
20240902,2.0559223,-0.0042610765,0.22070819
20240903,2.1039815,0.023375988,0.20249146
20240904,2.118911,0.0070958138,0.19683248
20240905,2.1368115,0.008448005,0.19004738
20240906,2.127249,-0.0044751167,0.193672
20240909,2.1211576,-0.0028634667,0.1959809
20240910,2.1870863,0.031081438,0.17099082
20240911,2.0938172,-0.042645395,0.20634425
20240912,2.0779088,-0.0075978637,0.21237427
20240913,2.0348842,-0.0207057,0.22868264
20240918,2.0926888,0.028406858,0.20677197
20240919,2.1427836,0.02393806,0.18778366
20240920,2.2416427,0.046135783,0.15031135
20240923,2.3028953,0.027324915,0.12709373
20240924,2.343845,0.017781734,0.11157191
20240925,2.353388,0.0040715933,0.10795456
20240926,2.3995118,0.019598842,0.090471506
20240927,2.446238,0.019473195,0.072760046
20240930,2.477805,0.012904286,0.06079471
20241008,2.4778094,1.7881393e-06,0.060792983
20241009,2.477804,-2.2053719e-06,0.06079507
20241010,2.477801,-1.1324883e-06,0.0607962
20241011,2.4427154,-0.014159977,0.07409531
20241014,2.48831,0.018665552,0.056812763
20241015,2.4949474,0.002667427,0.05429691
20241016,2.5580704,0.025300384,0.030370295
20241017,2.558069,-5.364418e-07,0.030370831
20241018,2.5580704,5.9604645e-07,0.030370295
20241021,2.5580711,2.3841858e-07,0.030369997
20241022,2.5580707,-1.7881393e-07,0.030370235
20241023,2.5770955,0.007437229,0.023158908
20241024,2.5623107,-0.0057370067,0.028763056
20241025,2.5767474,0.005634308,0.023290813
20241028,2.5832603,0.0025275946,0.020822167
20241029,2.5832603,0.0,0.020822167
20241030,2.5832613,3.5762787e-07,0.02082181
20241031,2.610058,0.010373235,0.010664523
20241101,2.5965257,-0.00518471,0.01579392
20241104,2.5965264,2.3841858e-07,0.015793681
20241105,2.596528,5.9604645e-07,0.015793025
20241106,2.596533,1.9073486e-06,0.015791118
20241107,2.5965345,5.9604645e-07,0.015790582
20241108,2.5965357,4.7683716e-07,0.015790164
20241111,2.5965369,4.7683716e-07,0.015789688
20241112,2.5965393,9.536743e-07,0.015788794
20241113,2.596535,-1.66893e-06,0.015790403
20241114,2.5965312,-1.4901161e-06,0.015791833
20241115,2.596529,-8.34465e-07,0.015792668
20241118,2.596526,-1.1920929e-06,0.01579386
20241119,2.6454124,0.018827677,0.0
20241120,2.6335242,-0.004493892,0.004493892
20241121,2.6335258,5.9604645e-07,0.004493296
20241122,2.6335258,0.0,0.004493296
20241125,2.6335254,-1.7881393e-07,0.004493475
20241126,2.6335247,-2.9802322e-07,0.0044937134
20241127,2.711199,0.029494405,0.0
20241128,2.6499119,-0.02260518,0.02260518
20241129,2.6499138,7.1525574e-07,0.022604465
20241202,2.6499152,5.9604645e-07,0.022603929
20241203,2.649915,-1.1920929e-07,0.022604048
20241204,2.649913,-7.1525574e-07,0.022604764
20241205,2.6499188,2.1457672e-06,0.022602618
20241206,2.649925,2.3841858e-06,0.022600353
20241209,2.649923,-7.1525574e-07,0.022601068
20241210,2.6499293,2.3841858e-06,0.022598743
20241211,2.6499324,1.1920929e-06,0.022597611
20241212,2.649928,-1.6093254e-06,0.02259922
20241213,2.649923,-1.9073486e-06,0.022601068
20241216,2.6499243,4.7683716e-07,0.022600591
20241217,2.6499193,-1.9073486e-06,0.022602439
20241218,2.649921,5.9604645e-07,0.022601843
20241219,2.6499193,-6.556511e-07,0.022602439
20241220,2.649921,5.9604645e-07,0.022601843
20241223,2.649915,-2.2649765e-06,0.022604048
20241224,2.6499138,-4.7683716e-07,0.022604465
20241225,2.6499107,-1.1920929e-06,0.022605658
20241226,2.6499112,2.3841858e-07,0.022605479
20241227,2.6499119,2.3841858e-07,0.02260518
20241230,2.7338054,0.031659007,0.0
20241231,2.6939347,-0.0145843625,0.0145843625
20250102,2.7670453,0.027138948,0.0
20250103,2.6473148,-0.04327017,0.04327017
20250106,2.6704688,0.008746266,0.034902394
20250107,2.6741672,0.0013848543,0.03356582
20250108,2.6624255,-0.004390776,0.037809193
20250109,2.6790676,0.006250739,0.031794786
20250110,2.5795193,-0.037157834,0.0677712
20250113,2.6562061,0.029729128,0.040056825
20250114,2.6846993,0.010727048,0.029759526
20250115,2.6847003,3.5762787e-07,0.029759169
20250116,2.735913,0.019075751,0.011251092
20250117,2.6816738,-0.019824922,0.030852973
20250120,2.6327972,-0.018226147,0.04851675
20250121,2.6586194,0.009807825,0.03918469
20250122,2.6586185,-3.5762787e-07,0.039185047
20250123,2.6586177,-2.9802322e-07,0.039185286
20250124,2.630492,-0.010579109,0.049349844
20250127,2.535935,-0.035946548,0.08352244
20250205,2.5359364,5.9604645e-07,0.0835219
20250206,2.5903394,0.021452904,0.06386083
