date,net_value,return,drawdown
20250102,1.0,,0.0
20250103,0.9489836692810059,-0.05101633071899414,0.05101633071899414
20250106,0.9374129176139832,-0.012192782701718419,0.06258708238601685
20250107,0.9164387583732605,-0.022374514844652027,0.0835612416267395
20250108,0.9206050038337708,0.004546125338375617,0.07939499616622925
20250109,0.9478990435600281,0.029647937619928122,0.052100956439971924
20250110,0.932019829750061,-0.016752009528704037,0.06798017024993896
20250113,0.932019829750061,0.0,0.06798017024993896
20250114,0.932019829750061,0.0,0.06798017024993896
20250115,0.9209897518157959,-0.011834595769516065,0.0790102481842041
20250116,0.9277801513671875,0.007372937145070146,0.0722198486328125
20250117,0.9277801513671875,0.0,0.0722198486328125
20250120,0.9277801513671875,0.0,0.0722198486328125
20250121,0.9277801513671875,0.0,0.0722198486328125
20250122,0.9266999959945679,-0.0011642363452460947,0.07330000400543213
20250123,0.9301697015762329,0.0037441519333787365,0.06983029842376709
20250124,0.9301697015762329,0.0,0.06983029842376709
20250127,0.9301697015762329,0.0,0.06983029842376709
20250205,0.9301697015762329,0.0,0.06983029842376709
20250206,0.9587792754173279,0.03075737017945679,0.04122072458267212
20250207,1.0222692489624023,0.06621959315655745,0.0
20250210,1.0829219818115234,0.05933146566883751,0.0
20250211,1.1229914426803589,0.037001244357240504,0.0
20250212,1.1845890283584595,0.05485134021242355,0.0
20250213,1.1520859003067017,-0.027438315967520777,0.027438315967520777
20250214,1.1344268321990967,-0.015327909232205617,0.04234565318309158
20250217,1.125908613204956,-0.007508830673220168,0.049536517516813094
20250218,1.1155742406845093,-0.00917869567675611,0.05826053257439601
20250219,1.1353780031204224,0.017752079345038974,0.041542698826301905
20250220,1.126701831817627,-0.007641658794648287,0.04886690249111081
20250221,1.1763982772827148,0.044107894441705264,0.0069144242261764965
20250224,1.2029476165771484,0.0225683255468192,0.0
20250225,1.1979209184646606,-0.004178650876578205,0.004178650876578205
20250226,1.1969802379608154,-0.0007852609378011799,0.0049606304830733805
20250227,1.2151416540145874,0.0151726949851001,0.0
20250228,1.1743512153625488,-0.033568463822530537,0.033568463822530537
20250303,1.1675453186035156,-0.005795452561380476,0.03916937194426917
20250304,1.175732970237732,0.007012705634424021,0.03243134958517546
20250305,1.1752266883850098,-0.0004306095563687551,0.03284799389248694
20250306,1.180238127708435,0.004264232060890327,0.028723833300288937
20250307,1.151706337928772,-0.024174604352988238,0.05220405034774156
20250310,1.1274596452713013,-0.021052842950465944,0.07215784962485827
20250311,1.1196224689483643,-0.006951181229241432,0.07860744856424484
20250312,1.1070219278335571,-0.011254276744412373,0.0889770553283431
20250313,1.089250922203064,-0.016052984302913575,0.10360169235875127
20250314,1.0900251865386963,0.0007108227496988029,0.10296451204888835
20250317,1.0893503427505493,-0.0006191084357324295,0.10351987428663034
